create_date,App number,Country,Cost
7/1/2022,28565,PH,"2 653,33"
7/1/2022,28565,BK,"2 008,67"
7/1/2022,21807,PH,"1 686,33"
7/1/2022,21807,MD,"122,33"
7/1/2022,21280,NO,"543,00"
7/1/2022,21280,BK,"1 948,33"
7/1/2022,21280,MD,"530,67"
7/1/2022,28510,BT,"917,67"
7/1/2022,28510,KZ,"1 489,67"
7/1/2022,28510,KO,"704,67"
7/1/2022,28510,UA,"4 177,33"
7/1/2022,28510,PT,"2 592,67"
7/1/2022,28510,PH,"8 657,67"
7/1/2022,28510,HU,"1 570,33"
7/1/2022,28510,BK,"6 346,00"
7/1/2022,28510,MD,"535,33"
7/1/2022,28588,KZ,"530,33"
7/1/2022,28588,CL,"426,33"
7/1/2022,28588,PE,"499,67"
7/1/2022,28588,PT,"319,00"
7/1/2022,28588,PH,"1 733,33"
7/1/2022,28588,HU,"316,33"
7/1/2022,28588,BK,"1 703,33"
7/1/2022,28588,SK,"145,00"
7/1/2022,12172,BK,"646,00"
7/1/2022,21608,BK,"2 541,00"
7/1/2022,21222,PH,"976,33"
7/1/2022,21251,PH,"1 925,67"
7/1/2022,21251,BK,"529,00"
7/1/2022,11827,CL,"368,00"
7/1/2022,12171,BK,"286,00"
7/1/2022,15212,BK,"591,33"
7/1/2022,21888,KZ,"1 516,33"
7/1/2022,21888,UA,"216,33"
7/1/2022,21888,CB,"222,00"
7/1/2022,21888,CL,"290,33"
7/1/2022,21888,BK,"6 899,00"
7/1/2022,28827,MD,"470,67"
7/1/2022,18857,BK,"158,33"
7/1/2022,21578,UA,"207,67"
7/1/2022,21578,PH,"1 387,33"
7/1/2022,21768,KZ,"313,33"
7/1/2022,21768,PH,"619,33"
7/1/2022,21768,BK,"31,67"
7/1/2022,21766,UA,"51,67"
7/1/2022,21766,PH,"171,33"
7/1/2022,21711,KZ,"297,00"
7/1/2022,21711,UA,"481,33"
7/1/2022,21711,BK,"626,67"
7/1/2022,21072,GE,"250,67"
7/1/2022,21072,PL,"196,00"
7/1/2022,21072,PH,"1 369,33"
7/1/2022,21072,BK,"870,67"
7/1/2022,11826,BK,"298,67"
7/1/2022,18787,BK,"382,67"
7/1/2022,18855,BK,"623,33"
7/1/2022,15205,PH,"485,33"
7/1/2022,25108,KZ,"65,67"
7/1/2022,25108,PH,"230,67"
7/1/2022,21585,PH,"24,00"
7/1/2022,21585,MD,"154,67"
7/1/2022,21552,PH,"26,00"
7/1/2022,21276,UA,"343,67"
7/1/2022,15208,PH,"256,00"
7/1/2022,21585,BR,"24,00"
7/1/2022,21585,BR,"154,67"
7/1/2022,21552,BR,"26,00"
7/1/2022,21276,BR,"343,67"
7/1/2022,15208,BR,"256,00"
